Contig	X3	M5	M1	X5	C1	X4	M3	X6	H4	C3	M2	H6	H1	C4	H5	X2	H2	C2	M6	C6	H3	X1	C5	M4
C1_19313	0	1	11	0	72896	1	16	0	254	20	0	0	39	19	9	15	27	120	2	68	132	33	6132	0
C1_19418	0	8	17	0	90	0	30	0	0	5	4	0	24	0	6	0	5	0	16	0	2	0	3	20
C1_1942	0	0	5	17	75	0	1	1	9	1	0	0	19	0	0	4	14	0	0	0	2	0	0	0
C1_19437	0	0	21	0	62	0	0	0	9	44	0	0	0	0	0	1	0	16	5	11	0	0	2	4
C1_19440	0	29	5	4	269	13	2	0	0	20	0	0	4	4	0	2	33	0	33	0	0	9	2	60
C1_19503	0	0	0	0	103	0	0	0	0	0	0	0	2	2	0	0	6	0	0	2	0	2	0	0
C1_19541	0	2	20	12	65	0	3	0	0	2	0	0	35	0	0	0	18	0	27	0	12	0	0	0
C1_19601	0	40	54	2	16030	0	29	0	36	346	20	114	510	64	159	8	216	410	70	36	304	3	27	145
C1_19616	1	74	69	33	417	32	15	24	1006	78	19	32	121	113	851	27	216	96	66	50	136	61	181	55
C1_19623	8	29	15	22	717	15	12	15	7	47	0	0	8	23	1	9	3	95	44	275	0	63	239	17
C1_19640	0	44	43	11	250	23	4	7	1	18	4	4	80	15	8	5	43	42	17	2	6	36	0	3
C1_19661	0	0	2	0	87	0	0	0	0	3	0	0	7	34	0	0	0	0	0	0	0	2	0	0
C1_19684	0	0	0	0	532	0	0	0	0	0	0	6	2	0	30	0	1	11	0	0	0	0	0	0
C1_19751	0	0	0	0	1800	0	0	0	15	47	0	0	0	0	0	0	0	10	0	0	20	8	0	0
C1_19768	0	0	1	1	73	0	2	0	0	3	0	0	6	0	0	0	7	0	16	0	0	3	0	0
C1_19789	2	36	102	43	102	28	0	26	0	39	2	0	7	0	0	27	10	35	6	48	0	0	34	32
C1_1981	0	1	8	0	179	0	2	0	0	0	2	0	0	0	0	1	0	1	0	0	0	3	0	1
C1_19814	0	0	0	0	69	0	0	0	0	1	0	0	0	2	0	3	2	0	0	0	0	0	0	0
C1_19842	0	17	2	0	1561	0	38	0	31	21	4	7	2	0	3	0	23	109	61	76	0	16	163	0
C1_19949	0	0	0	0	31	0	0	0	0	3	0	0	3	0	0	0	1	31	0	4	0	0	4	0
C1_20001	0	2	1	0	95	0	0	0	64	10	0	0	0	0	19	0	22	0	1	1	62	0	3	0
C1_20069	0	8	51	4	292	0	9	0	0	12	4	0	33	14	0	16	0	21	17	2	0	2	0	43
C1_20285	0	0	0	0	144	0	0	0	0	0	0	0	3	0	0	0	0	0	9	0	0	0	0	0
C1_20286	0	4	18	0	194	0	2	0	0	3	14	0	8	0	0	2	0	0	24	0	0	5	0	7
C1_20294	0	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C1_20307	0	1	0	4	189	3	0	0	0	13	0	0	25	0	0	31	24	23	3	0	1	0	2	3
C1_20335	0	0	31	0	2782	1	8	0	168	158	50	356	184	153	361	0	139	141	0	4	25	0	341	5
C1_20372	0	0	0	8	126	0	0	0	0	0	0	0	6	0	0	0	2	0	0	0	0	0	0	0
C1_20385	0	0	0	0	384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
C1_20386	0	0	42	0	207	0	0	0	30	43	0	0	20	0	0	0	8	76	25	1	22	0	18	56
C1_20496	0	0	0	0	131	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C1_20531	0	0	0	2	68	0	0	0	0	8	0	0	0	0	0	1	0	38	0	4	0	0	160	0
C1_20563	0	1	0	5	23381	0	0	0	2	6	2	0	4	0	0	9	5	5	3	6	0	3	0	5
C1_2062	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0
C1_20624	0	17	0	0	88	0	5	0	0	46	0	0	6	0	0	4	0	22	8	5	0	2	0	0
C1_20674	0	8	0	1	309	4	0	0	96	15	0	4	49	48	79	2	21	40	14	3	41	2	47	2
C1_20675	0	0	0	0	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C1_20726	0	2	2	0	130	0	1	0	0	11	0	0	0	0	0	0	0	0	8	0	0	1	0	0
C1_20781	0	0	0	0	106	0	12	0	0	0	53	0	1	0	1	0	9	5	0	0	0	0	0	0
C1_20794	0	20	48	35	330	26	19	0	92	141	17	2	37	17	104	25	93	163	1005	46	118	11	128	44
C1_21017	0	5	133	42	2692	5	22	0	1896	2960	6	739	181	331	133	0	21	2570	10	211	4	9	3	1
C1_21070	0	2	4	3	339	1	0	0	0	11	0	0	16	0	6	12	9	5	4	2	0	4	0	6
C1_21106	0	17	14	32	620	188	18	0	227	272	4	45	495	194	132	74	354	136	124	26	467	48	67	1
C1_2114	25	655	2341	1861	4353	4683	1915	417	2460	2026	2582	447	6893	2497	1517	1568	7654	936	849	512	4956	963	2267	1439
C1_21181	0	0	2	0	150	33	0	0	0	6	0	3	10	0	11	0	2	13	2	6	4	0	1	0
C1_21244	0	33	28	39	362	27	44	2	193	81	7	0	107	33	150	23	136	209	181	43	160	23	86	94
C1_2125	0	0	3	0	67	0	0	0	10	0	0	0	0	0	10	1	0	2	0	0	0	0	0	0
C1_21276	0	0	0	0	36376	0	0	0	0	11363	0	0	0	0	0	0	3	4168	0	2157	0	2	2	0
C1_21352	0	0	0	13	144	0	0	0	0	103	0	0	134	0	0	0	17	94	0	53	16	0	0	0
C1_21392	0	0	4	4	101	4	0	0	20	9	0	6	0	0	3	0	0	21	0	2	0	1	63	1
C1_214	0	2	30	0	12137	46	4	0	149	901	2	93	169	352	547	2	72	401	3	139	64	0	189	8
C1_21403	0	30	23	14	364	15	4	0	93	26	3	2	61	34	117	21	76	125	50	17	79	2	62	4
C1_2142	0	0	0	0	92	4	0	0	0	95	0	0	0	0	7	0	2	37	0	0	43	0	0	8
C1_2145	0	2	30	10	431	6	6	0	0	43	0	0	15	302	0	3	15	10	8	2	0	0	0	37
C1_21470	0	5	5	3	1113	17	4	4	3	18	3	0	5	89	0	79	63	7	5	15	6	1	12	3
C1_21498	16	420	3136	1588	15824	2330	680	119	576	1509	1394	215	3724	255	141	1585	4307	2426	615	237	1781	475	699	4429
C1_21507	0	9	0	11	228	0	0	0	0	6	0	0	0	2	2	0	4	2	1	0	0	1	2	50
C1_21588	0	0	0	0	1366	2	0	0	0	357	0	0	0	455	0	0	0	1436	0	230	0	0	555	2
C1_21603	0	0	2	0	139	0	0	0	0	7	0	0	6	0	0	0	10	5	4	8	2	6	0	3
C1_2161	0	34	1190	76	5961	104	20	14	84	8	118	78	1798	12	296	181	487	35	54	30	832	112	250	59
C1_21638	0	0	9	0	422	0	1	0	2	42	4	0	13	59	0	0	17	9	0	4	2	0	0	5
C1_21661	0	22	2	0	72	0	4	0	3	0	7	0	5	0	0	0	1	8	0	73	0	5	0	0
C1_21745	4	7	13	26	310	13	41	0	7	43	1	4	53	293	0	14	43	16	24	35	118	15	68	5
C1_21936	0	0	4	0	343	8	6	0	2	135	3	0	4	556	0	0	29	140	1	61	5	14	39	4
C1_21969	0	0	4	2	132	0	0	0	47	55	0	16	4	0	37	0	6	14	0	0	7	0	2	0
C1_21978	0	24	28	6	285	25	10	2	137	18	15	6	85	2	55	10	67	31	66	17	139	30	216	7
C1_22068	0	0	0	0	4608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C1_22112	0	0	0	0	68	3	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0
C1_22179	0	1	0	0	65	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C1_22246	0	115	8	0	890	0	20	0	21	81	57	24	34	45	23	0	22	37	27	433	0	22	0	12
C1_22298	0	0	0	0	328	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C1_22362	0	0	0	0	120	0	0	0	0	0	0	0	162	0	0	0	4	0	0	0	0	0	0	0
C1_22372	0	0	2	3	75	9	0	0	0	8	0	0	7	7	0	0	5	4	0	4	0	4	0	0
C1_22462	0	0	4	0	49	0	0	0	0	8	0	0	18	0	1	0	2	0	0	0	0	13	0	0
C1_22467	0	0	0	0	2298	0	0	0	0	0	0	0	8	0	0	0	0	2	0	0	0	0	0	0
C1_22585	0	0	2	0	8268	0	0	0	0	389	0	12	0	2667	3	0	1	2897	0	162	0	0	0	0
C1_22628	0	0	0	0	115	0	0	0	0	8	0	0	0	0	0	0	0	24	0	6	0	0	83	0
C1_22707	0	0	0	8	7427	8	0	1	0	24819	0	0	0	17128	4	2	0	29	0	434	0	5	5682	0
C1_22770	0	0	0	2	2583	0	0	0	0	0	3	0	16	0	0	1	0	110	0	0	2	2	0	15
C1_22791	0	0	55	57	173	52	5	11	0	18	4	0	29	30	0	21	2	15	14	143	4	5	0	2
C1_22798	0	0	0	0	332	0	0	0	0	0	0	1	0	0	0	2	1	0	0	0	0	0	0	0
C1_22816	0	0	0	0	1246	0	2	0	0	66	0	0	0	219	0	0	0	1257	0	77	0	0	131	4
C1_22886	0	0	0	0	83	2	0	0	0	17	0	0	6	0	0	1	6	12	2	8	0	0	0	0
C1_22923	0	0	21	38	237	4	0	2	0	17	6	0	7	68	0	11	24	9	20	1	0	1	0	23
C1_22935	0	0	0	0	235	0	0	0	123	0	0	0	32	0	0	0	4	0	0	44	0	0	0	0
C1_22983	0	3	1	1	135	0	1	0	2	171	0	6	13	0	8	1	9	280	6	96	0	0	2	0
C1_22996	0	0	1	0	93	14	4	0	0	3	0	0	12	0	0	0	8	2	0	0	0	3	0	6
C1_23067	14	387	2461	1537	5465	2091	577	176	1033	2783	976	500	5493	492	150	1597	6757	1183	457	603	5346	377	1333	1812
C1_23072	0	0	0	0	9812	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
C1_23081	0	0	14	0	617	0	0	0	0	5	0	0	9	255	0	0	7	6	0	5	0	2	0	10
C1_2316	0	0	0	0	437	0	14	0	73	0	0	2	54	23	49	0	56	55	10	256	4	0	16	0
C1_23163	0	0	0	0	365	0	0	0	0	0	0	0	4	0	1	0	0	41	0	4	6	1	187	0
C1_23199	2	32	101	195	357	104	47	32	1	114	1	0	155	176	2	98	45	196	16	8	63	95	5	100
C1_23264	0	0	0	0	333	0	0	0	0	13	0	1	0	14	0	0	0	19	0	85	0	0	157	0
C1_23279	0	0	0	0	18208	2	14	0	26	3582	73	1545	186	532	435	0	105	4000	5	124	0	19	6	1
C1_23305	2	12	15	0	217	12	12	0	91	17	11	2	56	8	42	14	32	89	59	6	90	22	26	13
C1_23343	0	0	5	0	104	0	0	0	8	0	0	0	4	0	0	0	0	68	0	0	21	0	0	4
C1_23363	0	29	50	4	1699	0	8	0	137	0	2	20	224	246	279	7	76	333	49	20	5	6	47	18
C1_23439	0	0	1068	0	11026	0	59	0	27	36	42	0	141	0	0	0	2	30	0	0	0	2	2	0
C1_23442	0	0	0	1	126	0	0	0	0	4	0	0	7	0	3	0	0	69	1	5	0	0	0	0
C1_23529	0	0	14	0	78	0	0	0	0	16	0	0	0	13	0	0	2	8	14	6	0	3	2	0
C1_23627	0	0	0	1	625	0	0	0	61	4	0	0	4	9	4	0	0	86	0	0	0	0	64	0
C1_23683	0	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C1_23834	0	41	33	30	1978	5	22	8	0	36	13	0	9	4	82	25	37	42	21	24	1	52	0	79
C1_23872	0	0	2	0	2953	0	1	0	1	4	0	0	255	24	23	0	5	54	0	421	6	0	3	1
C1_23919	0	0	2	0	119	4	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	6	0	0
C1_23922	0	0	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0
C1_24001	0	13	42	9	1506	32	6	0	5	652	18	23	385	6	6	14	39	1	19	3	30	13	18	46
C1_24082	0	0	0	0	352	0	0	0	3	64	0	0	2	302	0	0	0	89	0	14	1	0	117	0
C1_24110	1	0	0	0	5450	1	6	0	0	0	0	3	0	0	0	0	0	2	0	0	0	1	0	2
C1_24153	0	0	2	2	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0
C1_24156	0	0	0	44	210	59	15	0	0	0	2	0	37	0	0	4	26	2	12	37	6	32	0	0
C1_24184	0	6	0	7	174	1	0	0	5	6	1	0	0	8	1	0	35	14	1	6	13	2	26	3
C1_24231	0	0	1	0	350	1	6	0	134	26	1	2	21	10	3	0	4	6	0	27	2	0	39	0
C1_24240	0	7	0	0	71	0	0	0	0	0	0	0	6	0	0	0	3	16	1	0	0	0	0	0
C1_24270	0	2	0	7	70	2	0	0	0	18	1	2	4	0	0	0	15	54	36	0	6	0	0	0
C1_24311	0	0	0	2	788	0	15	0	0	256	12	0	0	0	0	12	0	4	0	0	2	0	0	0
C1_24321	0	184	42	0	3518	0	56	0	186	72	8	86	52	10	5	0	45	333	99	2258	12	23	552	909
C1_24330	2	90	154	228	2321	163	92	34	30	101	19	1	743	2562	6	65	847	92	47	69	47	910	6	23
C1_24360	0	0	5	1	230	0	0	0	3	53	0	3	10	13	1	1	21	18	0	6	2	0	6	2
C1_24395	0	1	0	1	223	2	2	0	0	5	2	0	10	0	0	3	1	3	8	17	0	5	0	21
C1_24411	0	0	0	2	372	0	0	0	0	0	0	0	7	3	0	3	7	19	0	4	0	0	1	0
C1_24418	0	0	0	0	174	0	0	0	1	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0
C1_24458	0	0	0	2	71	4	0	0	0	3	0	5	0	2	0	0	0	0	0	0	0	0	1	0
C1_24459	0	0	0	0	843	0	0	0	559	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
C1_24476	0	0	6	0	33612	1	4	0	50	13	3	0	12	4	0	4	10	60	3	18	39	20	3254	1
C1_24603	0	0	8	59	1245	49	13	27	4	53	0	0	64	2137	0	8	165	12	51	60	2	49	16	0
C1_2461	0	0	13	1	60	0	0	0	0	26	1	0	18	0	0	2	29	15	0	0	0	0	2	0
C1_24664	0	0	21	7	992	51	13	1	25	82	0	6	27	96	12	19	51	432	17	70	22	72	17	45
C1_24670	0	0	3	0	444	1	0	0	0	48	0	0	35	0	6	0	14	57	5	121	4	0	0	0
C1_24673	0	0	7	0	1445	0	0	0	29	513	0	2	2	0	0	0	0	192	26	31	34	0	22	41
C1_24679	0	0	57	18	411	10	2	2	5	28	0	0	28	28	0	7	12	12	7	30	2	0	0	0
C1_24702	0	0	0	0	92	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0
C1_24710	0	0	0	0	334	0	0	0	0	5	0	0	0	39	0	0	0	0	0	0	0	0	1	0
C1_24779	0	0	0	7	508	0	8	2	0	26	8	0	2	2	0	21	11	383	0	0	0	0	0	0
C1_24785	10	980	200	122	387	64	347	46	12	130	23	1	88	35	9	113	62	224	104	44	5	189	16	183
C1_24791	0	26	138	0	3783	0	33	0	64	24	62	4	201	0	15	0	270	60	17	137	53	37	6	15
C1_24912	6	18	48	107	506	31	84	17	0	90	186	0	0	125	0	349	20	1	51	42	0	12	10	29
C1_25004	0	0	0	0	81	0	0	0	0	14	0	0	0	0	0	0	0	19	0	1	0	0	0	0
C1_25035	4	0	11	0	127	5	4	0	0	44	23	0	27	2	0	2	1	10	2	4	0	0	12	8
C1_25057	0	0	1	1	2461	0	0	0	0	147	0	0	220	0	0	0	56	64	0	4	28	0	0	0
C1_25143	0	0	0	0	71	0	0	0	2	4	0	0	7	0	0	0	0	0	0	0	0	0	0	0
C1_25159	0	2	61	0	1574	136	5	0	2	10	0	0	13	0	0	9	0	0	1	0	0	0	0	413
C1_25204	0	0	0	0	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0
C1_25228	0	0	0	0	1277	0	1	0	96	583	0	65	14	0	69	0	1	1480	0	9	10	0	0	0
C1_25255	0	0	0	0	111	0	0	0	0	6	0	0	0	0	0	0	0	0	0	3	0	0	0	0
C1_25300	0	0	2	0	92	0	0	0	0	1	0	0	0	0	0	0	0	0	6	0	0	0	0	0
C1_25349	0	6	4	7	161	51	13	3	7	10	2	0	24	8	1	11	38	17	11	22	17	14	6	8
C1_25396	0	0	0	0	51	0	0	0	0	11	0	0	2	2	0	0	0	12	0	3	0	0	0	0
C1_25441	0	0	0	0	522	0	0	0	0	0	0	0	0	0	0	0	0	5	0	4	0	0	0	0
C1_25489	6	98	10	7	1251	33	42	0	20	657	54	33	50	389	433	13	84	316	2	225	16	1	1232	22
C1_25528	0	0	5	71	79	4	4	15	0	6	0	0	13	2	0	1	65	3	3	4	15	21	0	0
C1_25539	0	0	0	0	276	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
C1_2556	0	0	4	0	278	0	0	0	0	4	4	0	0	0	0	17	14	8	25	2	0	0	0	129
C1_25577	0	0	0	0	156	0	0	0	0	0	0	0	0	10	0	0	2	0	3	0	0	1	0	2
C1_25705	0	4	6	6	6443	16	0	8	66	71	0	3	22	0	1	4	8	6	15	2	66	30	0	0
C1_25729	0	0	0	0	73	0	0	0	6	0	0	0	10	0	0	0	0	35	0	0	6	0	4	3
C1_25733	0	0	10	0	114	0	2	0	0	4	6	0	9	0	0	7	2	4	0	0	0	10	0	0
C1_25736	0	0	17	6	134	7	11	9	17	559	6	7	10	515	9	2	44	140	3	27	12	7	294	8
C1_25769	0	0	16	63	254	10	6	2	0	10	0	0	13	41	0	2	15	0	31	0	0	4	0	14
C1_25787	0	0	0	0	1212	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	5	0	0	0
C1_25809	0	26	5	0	431	46	9	2	5	239	12	15	12	156	190	14	6	120	4	69	8	9	560	4
C1_25841	0	7	57	31	303	60	143	2	0	41	3	0	217	7	0	26	87	14	78	11	100	25	0	610
C1_25871	0	378	110	52	275	28	73	16	114	27	40	0	230	8	17	57	84	48	303	21	16	58	50	92
C1_25885	0	9	22	23	164	47	10	9	3	28	127	1	142	0	0	6	116	0	165	0	16	64	0	2
C1_25911	0	10	0	17	163	2	6	1	0	34	0	0	50	6	0	0	35	60	19	4	0	1	28	21
C1_25942	0	0	0	4	101	0	2	1	7	54	0	8	9	32	8	2	4	46	0	2	0	6	16	5
C1_25956	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C1_26022	0	0	160	19	1959	0	0	10	4	15	1	0	8	4	0	0	4	1	1	3	11	45	0	0
C1_26072	0	0	1	4	221	2	0	0	0	0	0	0	6	0	0	0	2	5	1	0	0	0	0	0
C1_26156	0	0	0	6	48	0	0	0	0	0	0	0	0	16	0	0	0	9	1	0	1	0	2	8
C1_26232	0	0	94	20	496	0	1	7	1	33	8	0	44	140	2	18	2	685	2	22	39	12	0	0
C1_26274	0	0	0	12	103	0	2	0	0	33	0	16	7	2	2	0	0	2	0	22	0	0	8	0
C1_26296	0	0	15	0	475	2	8	0	563	100	4	1	69	56	285	0	161	51	0	63	258	0	107	4
C1_26324	0	2	1	0	23	0	0	0	0	2	0	0	0	0	0	4	2	0	2	0	0	0	0	6
C1_26375	0	0	6	0	154	10	1	0	1	67	0	2	67	2	0	0	28	12	64	42	0	2	0	0
C1_26392	0	0	0	0	1113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C1_26400	0	0	0	0	17514	0	0	0	0	5212	0	0	0	2	205	0	125	0	0	225	0	0	2	2
C1_26412	0	0	0	0	83	0	0	0	10	0	0	0	0	0	0	0	3	0	0	7	0	0	0	0
C1_26474	0	21	28	4	861	60	6	4	590	166	10	16	195	119	310	5	134	423	26	149	43	29	342	16
C1_26537	0	0	0	0	170	0	0	0	0	8	0	0	7	70	0	0	4	5	0	0	0	0	2	0
C1_26546	28	124	130	280	1550	37	68	23	0	132	9	0	82	2	0	425	23	27	231	8	0	64	0	21
C1_26568	0	0	0	0	57	2	0	0	0	0	0	0	0	0	0	3	0	2	0	0	0	13	0	0
C1_26583	1	0	0	65	525	3	0	23	0	0	0	0	174	0	0	20	2	57	8	6	0	19	0	0
C1_26608	0	0	0	1	1493	0	0	0	0	726	0	2	8	8	13	0	14	9	0	176	0	0	0	0
C1_2664	0	43	135	108	1342	84	41	8	391	962	46	77	526	181	314	83	564	70	36	49	393	22	581	163
C1_26655	18	243	3533	953	3855	810	1179	95	9813	1475	2724	760	8288	248	5536	1525	4099	276	175	147	4163	207	2510	587
C1_26656	0	0	0	0	74	0	0	0	0	7	0	1	19	5	2	0	5	11	4	8	1	0	0	5
C1_26663	0	0	0	680	539	75	0	106	0	0	0	0	89	2	0	34	4	131	0	3	0	12	0	0
C1_26673	0	2	1	17	67	16	6	2	0	0	0	0	0	0	0	14	6	0	2	4	4	20	0	8
C1_26680	0	6	4	9	104	13	4	6	0	2	5	0	25	8	1	37	13	1	29	0	2	18	4	1
C1_26739	0	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0	16	2	0	0	0	0	0
C1_26921	0	1	80	11	276	13	41	0	0	5	0	0	221	9	0	12	111	6	117	5	103	6	0	89
C1_26993	0	0	30	24	2006	0	0	0	0	45	0	0	1	9	0	6	1	29	12	2	3	5	2	1
C1_27041	0	0	143	206	1116	100	0	13	0	66	5	0	24	59	0	45	5	20	33	320	4	19	0	36
C1_27070	0	0	3	0	5388	0	0	0	79	261	0	12	0	537	2	0	0	22324	2	1646	0	0	1150	2
C1_27087	0	0	0	0	67	0	0	0	0	35	0	0	0	0	0	0	4	0	0	4	0	0	0	0
C1_27154	0	0	93	2	633	11	26	0	2	145	2	0	91	5	0	5	62	11	17	29	6	0	0	11
C1_27173	2	37	55	20	87	6	8	4	4	24	26	12	32	73	0	23	40	63	2	4	4	191	0	63
C1_27208	0	51	68	56	77	5	11	6	6	28	34	10	28	72	0	59	35	98	21	12	7	351	0	82
C1_27221	0	0	0	13	114	0	0	0	0	0	0	0	0	0	0	1	0	2	0	15	8	0	0	0
C1_27326	0	0	0	0	235	0	0	0	0	31	0	0	0	8	3	0	4	137	0	0	0	0	0	0
C1_27346	0	0	0	0	807	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
C1_27527	0	0	0	0	182	2	0	0	0	0	0	28	0	2	0	0	0	0	0	0	0	0	0	0
C1_27528	0	0	0	0	166	0	0	0	0	14	0	0	0	0	0	0	0	70	0	12	0	0	0	0
C1_27530	0	8	15	2	305	0	0	0	0	1	2	0	4	0	0	8	14	7	3	4	0	2	0	132
C1_27549	0	0	0	0	56	0	0	0	0	8	0	2	0	0	0	0	8	0	0	0	4	0	2	0
C1_27560	0	2	4	0	63	0	4	0	0	0	2	0	2	0	0	0	2	0	5	2	1	0	0	0
C1_27616	0	0	2	51	204	0	6	0	0	8	0	0	0	4	0	0	8	2	0	0	0	4	0	2
C1_27623	0	0	0	0	264	0	0	0	0	210	0	3	0	0	21	0	0	624	0	151	1	0	147	0
C1_2763	0	0	6	4	67	0	0	0	0	2	0	0	6	4	0	13	0	5	14	1	0	3	0	7
C1_27669	0	0	2	0	132	0	1	0	1	1	0	0	7	0	0	0	0	8	2	19	7	0	5	2
C1_27712	0	0	17	2	210	0	2	0	0	0	0	0	5	0	0	4	2	4	3	0	2	0	4	0
C1_27732	0	0	15	6	56	2	4	0	0	8	0	0	12	0	0	4	56	43	37	0	11	0	0	0
C1_27831	0	0	0	0	1632	0	0	0	2	52	0	2	0	3966	5	0	2	1353	0	83	0	0	168	0
C1_27865	0	0	0	0	942	0	0	0	34	6	0	0	20	0	2	0	2	1	0	122	0	0	1	0
C1_27919	0	21	20	2	175	3	0	0	0	0	3	0	9	0	0	5	0	0	45	0	0	12	0	2
C1_27930	0	7	18	3	959	0	6	0	6	41	2	0	77	2	1	8	20	113	3	31	0	34	15	5
C1_27951	5	54	276	1536	3781	352	47	262	10	260	19	0	942	326	0	432	195	917	89	83	90	671	0	128
C1_28062	0	0	2	2	135	0	0	0	0	0	0	0	15	0	0	13	0	0	0	0	0	0	0	0
C1_28100	0	2	0	0	180	0	3	0	0	8	0	0	2	4	0	3	1	1	1	4	0	14	0	0
C1_28133	0	5	1	0	151	0	2	0	0	8	4	0	0	0	0	0	0	2	8	2	0	7	28	4
C1_28141	0	0	2	1	55	0	2	0	0	0	0	0	13	0	0	0	17	0	0	0	10	0	0	0
C1_28190	1	58	9	5	64	14	35	0	0	57	0	0	5	0	0	22	34	22	40	16	0	4	0	4
C1_28224	0	0	0	7	320	0	9	0	0	0	3	0	31	10	0	6	45	0	25	6	33	1	0	0
C1_28229	0	13	47	104	813	119	32	6	117	258	42	86	707	11	11	63	680	76	18	131	758	69	300	93
C1_28245	0	0	3	0	90	0	2	0	5	64	1	0	32	0	12	0	2	72	3	110	0	0	5	0
C1_28248	0	0	0	0	269	0	0	0	28	379	0	42	11	0	107	0	0	788	0	80	0	0	180	0
C1_28250	0	0	1	7	74	0	1	3	0	2	0	0	0	3	0	1	0	7	0	2	0	0	0	0
C1_28290	0	0	0	0	3493	2	0	0	6	239	0	0	4	2925	0	0	3	1576	0	183	0	0	2	0
C1_28292	0	0	0	0	1052	4	0	0	4	0	0	12	0	0	22	0	0	188	0	0	0	0	0	0
C1_28323	0	0	0	0	1745	0	0	0	0	0	0	0	3	0	0	0	37	6	0	0	2	0	12	0
C1_28333	0	0	59	13	104	14	20	0	0	28	104	0	43	0	0	31	15	15	8	0	2	84	0	0
C1_28401	0	0	31	0	185	0	6	0	20	11	7	0	16	0	0	0	4	95	24	0	10	1	2	45
C1_2846	0	0	4	0	467	2	2	0	48	0	0	0	4	0	0	0	15	202	2	2	3	0	0	2
C1_28487	0	0	0	0	55	0	0	0	0	0	0	0	5	0	0	0	1	5	0	1	0	0	0	0
C1_2849	0	0	0	0	257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C1_28493	0	6	5	4	1229	4	4	0	6	146	1	17	2	0	125	1	0	628	6	175	1	1	634	29
C1_2851	0	2	10	2	89	6	3	0	2	0	2	0	0	0	0	14	0	23	13	6	0	1	2	0
C1_28536	0	27	9	8	567	5	11	5	6	20	6	34	23	1	30	8	16	31	13	6	5	66	1	15
C1_2861	0	5	0	0	111	16	4	1	23	95	2	0	242	2	18	0	65	3	2	4	83	6	32	12
C1_28634	0	0	0	0	145	0	0	0	0	3	0	0	26	0	0	13	4	140	0	0	4	0	4	0
C1_28649	0	0	0	1	158	0	0	0	0	0	0	0	0	0	0	0	0	57	0	4	0	0	0	0
C1_28650	0	0	0	0	6890	0	0	0	12	14	1	8	44	0	15	0	23	22	0	3	52	0	446	0
C1_28713	0	0	0	0	49	0	0	0	1	0	0	0	0	6	0	0	2	1	0	0	0	0	8	0
C1_28855	0	0	0	0	812	0	0	0	0	39	0	0	0	2	23	0	2	8	0	0	0	0	0	0
C1_28860	0	0	0	0	93	0	0	0	7	0	0	10	0	10	10	0	120	17	0	0	58	0	14	0
C1_28862	0	0	0	2	1130	0	0	0	5	0	0	1	0	0	2	0	0	2	0	12	2	0	18	0
C1_28878	0	0	1	0	222	0	0	0	0	7	0	13	2	14	0	0	0	2	0	0	0	0	0	0
C1_2888	2	535	291	100	2426	104	183	6	1071	1640	27	30	1038	435	733	79	490	1305	636	290	1143	30	663	262
C1_28904	0	2	1	7	285	13	16	0	0	36	2	0	6	31	1	2	2	10	10	2	2	5	0	12
C1_28905	0	0	0	0	79	0	0	0	0	0	0	0	0	2	0	0	9	0	0	0	0	0	0	0
C1_28974	0	0	0	0	654	0	0	0	0	0	0	0	21	0	0	0	4	0	0	0	0	0	0	0
C1_29001	0	9	0	3	181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
C1_29014	0	0	0	0	457	0	0	0	3	38	0	0	1	0	0	0	0	2	0	0	3	0	0	0
